Агеносов Павел Кириллович: 4.60
Агешин Алексей Ильич: 4.40
Агишина Валентина Марселевна: 5.40
Аглинцев Иван Филиппович: 3.60
Агрест Владимир Анатольевич: 6.00
Агупова Олеся Ивановна: 6.60
Адаменко Иван Федорович: 6.60
Адамовский Виталий Дмитриевич: 6.60
Адамовский Радик Иванович: 6.80
Адасовский Руслан Борисович: 6.20
Адеева Валентина Ильинична: 4.80
Адельфинский Степан Романович: 5.60
Адельханова Лидия Николаевна: 4.60
Адмаева Анастасия Яновна: 4.20
Адонкина Елена Ивановна: 4.60
Адоньев Глеб Дмитриевич: 4.20
Ажаева Ольга Дмитриевна: 4.20
Азанова Валерия Анатольевна: 6.40
Азаренок Ринат Тимофеевич: 8.40
Азаркина Юлия Дмитриевна: 3.60
Азарх Артур Леонидович: 7.20
Азбукина Виктория Олеговна: 5.40
Азева Валентина Станиславовна: 8.00
Азерникова Мария Денисовна: 5.00
Азовкина Валерия Юрьевна: 5.80
Азовская Виктория Марселевна: 6.00
Азымов Данил Денисович: 5.80
Аитов Борис Григорьевич: 7.60
Айбулатов Георгий Степанович: 8.00
Айвазова Олеся Сергеевна: 5.40
Айгустов Марсель Александрович: 3.80
Айзенбарт Валентин Степанович: 5.60
Айрапетян Семен Эдуардович: 7.40
Айтжанова Юлия Аркадьевна: 7.40
Айтиева Дарья Вячеславовна: 6.00
Айткулов Виктор Данилович: 6.20
Айтпаев Сергей Тимурович: 7.60
Акдавлетова Юлия Григорьевна: 4.40
Акжигитова Ирина Ярославовна: 3.20
Акжолбеков Дамир Иванович: 5.40
Акимов Тимур Валерьевич: 7.00
Акимович Максим Станиславович: 7.60
Акимушкин Аркадий Аркадьевич: 5.60
Акинтиевский Степан Константинович: 5.20
Аккуратнов Антон Витальевич: 5.00
Аксельрод Борис Глебович: 3.80
Аксенцев Дмитрий Ильдарович: 7.80
Аксенцева Екатерина Дамировна: 7.80
Аксянова Раиса Тимофеевна: 6.00
Акуленко Анастасия Тимуровна: 5.60
Акустьев Геннадий Ильич: 5.20
Алабугина Вероника Юрьевна: 7.00
Алабугина Виктория Альбертовна: 5.60
Алабугина Полина Ярославовна: 4.20
Аласкар Данил Андреевич: 5.80
Албитов Юрий Станиславович: 4.00
Александренко Глеб Григорьевич: 2.60
Александриди Виктор Евгеньевич: 5.40
Александрийская Александра Яковлевна: 7.00
Александрова Карина Викторовна: 6.20
Алексанин Федор Олегович: 3.20
Алексеевский Артур Вадимович: 5.80
Алексейцев Тимофей Глебович: 4.40
Алексейчик Федор Альбертович: 5.60
Алексенко Роман Евгеньевич: 4.60
Алексенцев Роман Андреевич: 5.40
Алексов Тимофей Александрович: 5.40
Алекторова Анжелика Валентиновна: 5.20
Аленькина Наталья Григорьевна: 6.40
Алесейчук Владимир Ярославович: 7.60
Алескерова Гульнара Леонидовна: 3.80
Алеханова Карина Яновна: 4.60
Алехичева Раиса Ильинична: 7.40
Алешин Виктор Владиславович: 6.20
Алешкевич Эльвира Григорьевна: 5.20
Алешкина Галина Артуровна: 5.00
Алешко Ефим Витальевич: 6.80
Алешковский Леонид Степанович: 5.20
Алешонков Евгений Рамилевич: 5.00
Алещукина Алиса Леонидовна: 6.00
Алибекова Алена Яновна: 7.80
Алиевич Николай Глебович: 5.20
Алимпиев Илья Сергеевич: 7.40
Алина Карина Игоревна: 4.00
Алипичев Никита Робертович: 3.20
Алкидова Раиса Валерьевна: 5.40
Алкулова Альбина Ярославовна: 6.60
Аллаяров Ян Янович: 5.60
Алова Александра Эдуардовна: 5.20
Алоев Эдуард Петрович: 6.60
Алферьев Виталий Степанович: 6.80
Алферьева Лидия Владиславовна: 5.00
Алчевская Лилия Игоревна: 3.60
Алымбеков Герман Аркадьевич: 5.00
Алымов Роман Сергеевич: 6.60
Альбанова Марина Дамировна: 6.60
Альбовский Степан Викторович: 7.00
Альгина Лидия Антоновна: 5.40
Альхименко Владислав Аркадьевич: 5.20
Алюров Ильдар Аркадьевич: 5.60
Аляева Наталья Яновна: 5.40
Аляева Римма Германовна: 4.80
Алякова Полина Игоревна: 2.20
Алямкина Дарья Вадимовна: 5.80
Аманжолова Эльмира Васильевна: 3.20
Амбалов Рамиль Петрович: 5.80
Амбалова Виктория Юрьевна: 9.20
Амбарцумов Руслан Алексеевич: 4.80
Амеличкина Елена Семеновна: 3.40
Амельченко Любовь Руслановна: 7.20
Амельянович Семен Алексеевич: 7.00
Амелюшкин Роман Дмитриевич: 4.60
Амелюшкина Ксения Олеговна: 6.60
Амерханов Руслан Артурович: 4.40
Аминов Игорь Михаилович: 5.40
Амирханова Инна Аркадьевна: 6.80
Амирханова Любовь Кирилловна: 4.40
Ампилова Дарья Валентиновна: 5.80
Амусина Дарья Кирилловна: 5.00
Ананенкова Елена Марселевна: 7.40
Ананько Антон Робертович: 5.40
Анацкий Герман Андреевич: 5.00
Анацкий Николай Тимофеевич: 6.80
Анголенко Валентин Ринатович: 6.20
Андер Иван Юрьевич: 6.80
Андреанов Вадим Никитович: 4.60
Андреевская Ольга Тимофеевна: 5.80
Андреенко Роман Яковлев: 4.80
Андреещева Маргарита Рамилевна: 4.40
Андрейко Игорь Ефимович: 6.20
Андрейко Филипп Иванович: 4.80
Андрейчикова Елена Робертовна: 4.60
Андреянычева Эльмира Яновна: 6.80
Андриишина Светлана Валерьевна: 5.20
Андронати Антон Маратович: 7.00
Андронюк Юрий Романович: 4.00
Андрунин Денис Ефимович: 4.60
Андрусевич Георгий Леонидович: 4.40
Андрусик Станислав Радикович: 4.20
Андрусова Екатерина Аркадьевна: 4.40
Андрусяк Валентин Тимофеевич: 5.00
Андрущак Михаил Сергеевич: 4.00
Андрюшенко Денис Маратович: 5.00
Аненков Аркадий Дмитриевич: 5.60
Аникеенко Альбина Рамилевна: 6.00
Анипко Никита Артурович: 5.20
Анисимова Кристина Тимофеевна: 4.40
Анисимцева Кристина Ринатовна: 3.60
Анискович Эдуард Егорович: 5.60
Аниченко Тимур Олегович: 3.80
Аничина Виктория Алексеевна: 7.20
Аничков Альберт Михаилович: 2.40
Анищик Михаил Константинович: 4.00
Анкина Карина Андреевна: 5.40
Анкудимова Мария Сергеевна: 4.20
Анкудо Максим Игоревич: 6.00
Анкудович Владимир Кириллович: 3.40
Аннамамедов Алексей Юрьевич: 4.40
Анофриев Леонид Павлович: 5.20
Антилевский Марсель Станиславович: 5.00
Антипина Марина Максимовна: 5.60
Антипкина Олеся Георгиевна: 6.40
Антипченко Яков Ильич: 6.00
Антоненкова Тамара Егоровна: 5.00
Антоньева Ангелина Артемовна: 5.20
Антонян Иван Григорьевич: 6.40
Антосевич Григорий Марселевич: 6.20
Антохи Валентин Романович: 6.60
Антощенко Никита Александрович: 5.80
Антрушина Алена Игоревна: 6.00
Анучкин Сергей Иванович: 6.60
Анфилофьева Надежда Игоревна: 5.80
Анфиногенова Надежда Андреевна: 4.60
Анхимов Константин Павлович: 5.60
Апатенко Владимир Борисович: 6.40
Апресян Артур Владимирович: 5.80
Апросичева Юлия Валентиновна: 6.20
Апрышкина Эльмира Антоновна: 5.80
Апсен Алексей Степанович: 3.80
Аптракова Татьяна Антоновна: 6.40
Апушкин Данил Евгеньевич: 3.20
Апышков Константин Сергеевич: 4.60
Арабажина Дарья Тимофеевна: 5.60
Аранышева Дарья Маратовна: 4.20
Аратюнян Валерий Петрович: 5.40
Арвеладзе Георгий Егорович: 7.20
Аргун Александр Филиппович: 3.20
Аргушкин Олег Альбертович: 5.20
Аргушкин Филипп Владиславович: 7.00
Ардабьева Карина Марселевна: 7.40
Арданциян Федор Денисович: 7.80
Ардатов Артур Евгеньевич: 5.80
Ардеева Яна Ринатовна: 5.20
Ардов Павел Антонович: 6.60
Арепьева Раиса Игоревна: 6.60
Арефкин Григорий Эдуардович: 4.40
Аржаников Константин Олегович: 7.20
Аринич Кристина Дмитриевна: 7.20
Аринчин Олег Федорович: 6.80
Аристотелев Валентин Данилович: 3.60
Аркадова Жанна Яковлевна: 6.60
Аркадьева Альбина Максимовна: 7.80
Арканников Герман Семенович: 5.20
Арканова Ксения Антоновна: 5.60
Ароян Галина Станиславовна: 5.20
Арсенов Никита Максимович: 4.80
Арсентьева Лидия Глебовна: 5.20
Арсланов Эдуард Семенович: 4.80
Арсюков Руслан Ринатович: 6.40
Артакова Римма Вадимовна: 7.20
Артамонова Александра Никитовна: 4.80
Артамошин Илья Данилович: 5.40
Артельный Ярослав Борисович: 3.60
Артемичев Роберт Викторович: 6.60
Артузова Дарья Владимировна: 5.80
Артуров Виктор Станиславович: 5.80
Артюшенко Надежда Радиковна: 3.40
Архаров Глеб Романович: 5.80
Архипенко Виктория Робертовна: 4.40
Арцибушев Денис Анатольевич: 6.00
Аряпова Ксения Марселевна: 5.40
Асадуллина Алла Антоновна: 4.40
Асаенок Дмитрий Витальевич: 6.80
Асатов Андрей Викторович: 6.40
Асатов Владимир Юрьевич: 3.60
Асватуллин Артур Артурович: 7.80
Асельбор Дамир Леонидович: 4.40
Асерин Никита Алексеевич: 6.20
Аскаров Ян Аркадьевич: 6.20
Аскоченский Ярослав Олегович: 8.00
Асланбегова Гульнара Тимуровна: 3.00
Асланов Григорий Владимирович: 7.40
Асмолова Кристина Артемовна: 5.80
Асророва Диана Марселевна: 5.00
Ассеев Рамиль Степанович: 4.20
Ассонов Ринат Николаевич: 4.20
Астамирова Марина Ильдаровна: 4.40
Астапенко Федор Алексеевич: 6.80
Астаповская Лариса Яковлевна: 6.60
Астаурова Людмила Игоревна: 6.60
Астраханцева Татьяна Григорьевна: 5.60
Атабекова Анастасия Робертовна: 5.00
Атанасова Надежда Сергеевна: 5.00
Атанова Юлия Игоревна: 6.60
Атаров Георгий Александрович: 5.20
Атаханова Светлана Анатольевна: 3.60
Атяшев Илья Тимофеевич: 5.20
Аулов Максим Глебович: 4.00
Аульбеков Олег Рамилевич: 5.40
Афанасенков Виктор Максимович: 4.60
Афанаскина Инна Ивановна: 7.80
Афендикова Вероника Егоровна: 7.20
Афичук Алексей Анатольевич: 4.80
Афоненко Антон Ильич: 5.60
Афросимов Ильдар Антонович: 4.80
Афтахова Инна Борисовна: 3.60
Ахильгов Степан Валентинович: 6.60
Ахманова Людмила Павловна: 3.80
Ахматов Геннадий Марселевич: 8.00
Ахматьянова Гульнара Кирилловна: 5.40
Ахмедин Владимир Ярославович: 6.40
Ахметгалеева Полина Леонидовна: 4.00
Ахметова Вероника Павловна: 8.20
Ахметсафина Лидия Михаиловна: 8.40
Ахрамеева Алена Павловна: 8.20
Ахраменко Никита Артурович: 4.80
Ахтаев Валерий Марселевич: 6.40
Ахтариев Антон Петрович: 4.80
Ахтямов Андрей Эдуардович: 6.60
Ахтямов Егор Тимурович: 4.00
Ахунбабаев Геннадий Валерьевич: 7.60
Ачкасова Светлана Степановна: 6.40
Ашманов Юрий Павлович: 7.40
Ашмарина Алла Дмитриевна: 6.60
Ашурмамадова Марина Артемовна: 7.20
Аюченко Георгий Ефимович: 7.00
Аяцков Вадим Радикович: 6.00
Бааль Кирилл Кириллович: 4.40
Бабахина Людмила Игоревна: 6.40
Бабаян Альберт Кириллович: 6.60
Бабков Егор Васильевич: 5.40
Бабогло Валентин Никитович: 4.80
Бабогло Виталий Артурович: 6.40
Баборыко Яна Николаевна: 7.60
Бабосов Денис Альбертович: 4.60
Бабунц Альберт Марселевич: 3.60
Бабыкина Елена Ефимовна: 5.20
Бабьев Петр Семенович: 3.40
Бабюк Михаил Марселевич: 2.20
Багрянский Геннадий Витальевич: 6.00
Багурин Федор Юрьевич: 4.20
Бадеева Наталья Геннадьевна: 5.40
Бадигина Анна Романовна: 6.20
Бадртдинова Ирина Яновна: 7.00
Бадьин Григорий Денисович: 6.20
Бадюков Игорь Станиславович: 5.40
Баевбай Илья Андреевич: 5.40
Бажан Альберт Никитович: 5.40
Бажан Аркадий Леонидович: 7.00
Бажинова Юлия Ефимовна: 4.20
Бажутин Филипп Константинович: 5.00
Бажуткина Жанна Константиновна: 6.60
Базанина Екатерина Тимуровна: 5.20
Базанова Анна Максимовна: 7.40
Базаров Ринат Николаевич: 5.00
Базов Игорь Константинович: 4.60
Базулева Юлия Алексеевна: 4.20
Базылевич Артур Глебович: 5.00
Базылевич Константин Валерьевич: 3.60
Базыль Руслан Николаевич: 3.40
Базыльчик Тимур Артемович: 4.60
Баиров Роман Михаилович: 4.80
Байбуз Анатолий Валентинович: 7.40
Байгазина Виктория Георгиевна: 6.60
Байдерин Аркадий Данилович: 6.00
Байдин Григорий Павлович: 6.60
Байжанбаев Роберт Эдуардович: 3.80
Байжанбаева Анжелика Семеновна: 5.40
Байков Станислав Николаевич: 7.20
Байкулов Егор Тимурович: 4.20
Байлов Виталий Радикович: 6.60
Баймаков Егор Григорьевич: 7.20
Баймастрюк Алексей Алексеевич: 4.40
Баймурзаев Рамиль Вячеславович: 5.20
Баймурзина Надежда Яновна: 6.00
Баймуханов Радик Янович: 4.20
Баймуханов Тимур Юрьевич: 7.80
Байназаров Владислав Робертович: 4.60
Байракина Елизавета Тимуровна: 4.80
Байрыев Игорь Федорович: 4.60
Байтлер Тимофей Ильдарович: 4.60
Бакаева Алиса Евгеньевна: 8.00
Бакаева Галина Денисовна: 3.80
Бакакин Анатолий Дмитриевич: 3.60
Бакакина Эльмира Дамировна: 4.00
Бакалдин Анатолий Ринатович: 5.60
Баканбаев Степан Романович: 3.00
Бакач Владимир Васильевич: 5.40
Бакиева Альбина Михаиловна: 5.20
Бакиновский Станислав Григорьевич: 5.00
Бакланова Гульнара Ефимовна: 5.00
Баксов Филипп Олегович: 4.20
Бакушина Валентина Артемовна: 3.40
Бакушинская Валерия Владимировна: 6.60
Бакшаева Полина Аркадьевна: 6.00
Бакшина Олеся Павловна: 5.00
Балабанов Евгений Николаевич: 6.40
Балабашкина Олеся Яновна: 6.60
Балабошкина Элина Ильинична: 6.20
Балаганская Татьяна Анатольевна: 5.40
Балакирева Диана Альбертовна: 4.20
Баламатов Валерий Артурович: 4.40
Баламатов Сергей Никитович: 6.00
Баламутова Надежда Робертовна: 4.60
Балатукова Валентина Романовна: 3.80
Балаценко Илья Александрович: 6.60
Балиев Никита Георгиевич: 5.80
Балмашова Маргарита Глебовна: 4.80
Балобан Ярослав Романович: 4.20
Балог Степан Николаевич: 8.00
Балтачиева Ксения Андреевна: 4.80
Балтер Василий Иванович: 4.60
Балчихина Алена Тимофеевна: 4.00
Балыбин Герман Федорович: 4.40
Балыгина Элина Дамировна: 6.00
Балычевцева Тамара Ильинична: 5.60
Баматова Анна Романовна: 5.40
Бандажевский Игорь Радикович: 6.40
Бандровская Тамара Витальевна: 5.40
Баннова Мария Денисовна: 4.80
Бань Роман Игоревич: 4.40
Барабулькина Светлана Тимуровна: 5.40
Барадин Вадим Артурович: 6.40
Бараней Роберт Валерьевич: 8.00
Барановская Анжелика Артуровна: 7.80
Баратынский Олег Андреевич: 6.80
Барашко Ярослав Валентинович: 6.80
Барбанов Сергей Олегович: 5.00
Барбасов Аркадий Марселевич: 3.40
Барбашина Инна Евгеньевна: 6.20
Барбашинская Полина Аркадьевна: 7.40
Барбаянова Татьяна Валерьевна: 4.00
Бардыгин Ринат Владиславович: 6.20
Барзукаева Ольга Альбертовна: 4.20
Баркалов Александр Георгиевич: 5.60
Баркашев Илья Янович: 3.40
Барков Борис Андреевич: 5.80
Барлай Юрий Геннадьевич: 5.20
Барламов Максим Радикович: 6.20
Барнашов Герман Геннадьевич: 4.40
Баронкин Георгий Вадимович: 5.60
Барский Владислав Егорович: 3.60
Барский Максим Георгиевич: 5.40
Бартелеманова Раиса Константиновна: 4.80
Бартошевич Семен Германович: 7.20
Бартылева Анастасия Ильинична: 6.40
Барчукова Антонина Валерьевна: 6.40
Баршуатова Антонина Дамировна: 5.60
Барышева Алена Ринатовна: 4.60
Барышева Любовь Дмитриевна: 5.40
Басацкий Петр Максимович: 6.60
Басинская Карина Ильдаровна: 5.40
Басистый Роман Андреевич: 5.60
Баскова Лариса Ринатовна: 5.40
Бассалык Максим Германович: 4.80
Бассин Роберт Олегович: 7.00
Басыгысова Антонина Маратовна: 8.00
Батавин Михаил Алексеевич: 6.40
Баталов Марат Дамирович: 5.00
Батдыева Ирина Антоновна: 4.80
Батракова Марина Филипповна: 7.00
Батрутдинова Кира Егоровна: 6.20
Батуро Иван Тимофеевич: 6.20
Батусова Кира Леонидовна: 4.40
Батчаева Ирина Андреевна: 6.40
Батырова Анжелика Алексеевна: 4.60
Батыршин Григорий Рамилевич: 5.00
Батышева Элина Олеговна: 4.20
Батькаева Карина Владиславовна: 5.00
Батькаева Наталья Борисовна: 6.20
Батькова Яна Евгеньевна: 4.80
Батюшин Борис Яковлев: 5.40
Батюшкова Инна Вадимовна: 6.20
Баум Станислав Сергеевич: 6.40
Баушев Борис Григорьевич: 5.80
Бахметова Валерия Денисовна: 6.00
Бахнов Максим Петрович: 3.60
Бахтдавлатов Павел Георгиевич: 5.20
Бахчеван Роман Борисович: 3.80
Баць Антон Станиславович: 6.80
Бачева Елена Викторовна: 4.60
Баченко Роман Ярославович: 4.20
Башаев Ринат Михаилович: 3.80
Башаков Семен Яковлев: 8.80
Башашкина Кира Семеновна: 3.60
Башинская Галина Витальевна: 7.20
Башкирцева Ольга Павловна: 6.60
Башлык Михаил Радикович: 4.60
Башлык Ярослав Германович: 5.40
Башнин Тимофей Альбертович: 5.40
Баштанник Николай Александрович: 6.40
Баштыркова Римма Андреевна: 5.80
Бебихова Гульнара Ивановна: 4.80
Бегалиев Тимофей Станиславович: 5.40
Беганская Виктория Романовна: 7.20
Бегеева Анжелика Даниловна: 7.00
Беглецов Виктор Яковлев: 4.80
Беговатова Альбина Артемовна: 6.00
Бедарев Григорий Тимурович: 6.40
Бедренец Вадим Егорович: 6.60
Бедросян Игорь Яковлев: 6.40
Бедрышева Маргарита Федоровна: 5.20
Безвенюк Елизавета Викторовна: 5.40
Безверхова Надежда Викторовна: 6.20
Безгачева Карина Владимировна: 3.80
Бездомникова Анастасия Альбертовна: 5.20
Бездонов Алексей Станиславович: 6.40
Безекирский Виктор Романович: 5.40
Безженов Леонид Вадимович: 6.00
Беззубенков Аркадий Евгеньевич: 5.20
Беззубенкова Римма Артуровна: 6.00
Беззубикова Ангелина Борисовна: 6.00
Беззубцева Лариса Андреевна: 6.80
Безик Анатолий Янович: 8.20
Безлепицын Александр Робертович: 3.40
Безматерных Ефим Евгеньевич: 5.00
Безрядин Вячеслав Павлович: 3.20
Безсолова Алена Игоревна: 5.00
Безусова Карина Алексеевна: 4.40
Безух Егор Павлович: 4.60
Безушкина Вероника Павловна: 4.80
Безушкина Олеся Валерьевна: 5.80
Бейлькин Владислав Ильдарович: 4.20
Бейлькина Валентина Дамировна: 4.40
Бейсебаев Ефим Вадимович: 7.00
Бекаева Алена Глебовна: 6.20
Бекаревич Руслан Андреевич: 4.60
Беклемышева Ксения Альбертовна: 4.20
Бекмурзаева Инна Григорьевна: 6.40
Бекоева Дарья Георгиевна: 6.80
Бекренев Радик Витальевич: 4.20
Бектаев Данил Константинович: 4.80
Бектурова Вероника Яковлевна: 6.00
Бекшаев Радик Денисович: 5.80
Белая Марина Степановна: 7.40
Белев Ринат Владиславович: 6.40
Беликов Петр Тимофеевич: 5.80
Белинкова Ольга Андреевна: 3.80
Белис Глеб Германович: 6.40
Белобородкина Елизавета Артуровна: 5.60
Белобратова Лилия Максимовна: 4.00
Белобровко Валентина Олеговна: 4.60
Беловодов Григорий Робертович: 5.00
Белогорцева Татьяна Васильевна: 6.60
Белоград Иван Ильдарович: 6.60
Белогубов Владимир Ярославович: 4.60
Белогузов Федор Ярославович: 5.40
Белозоров Роман Эдуардович: 5.60
Белокринкин Дмитрий Тимурович: 5.40
Белокрыс Геннадий Ярославович: 4.40
Белокурская Полина Маратовна: 6.00
Беломестных Мария Александровна: 3.20
Беломытцева Кира Петровна: 5.80
Белоногова Алла Николаевна: 6.00
Белопашенцева Кира Станиславовна: 8.60
Белоручев Михаил Ярославович: 6.20
Белорыбкина Кристина Семеновна: 6.40
Белосвет Сергей Петрович: 8.00
Белохребтов Руслан Николаевич: 6.20
Бельтюкова Жанна Владиславовна: 6.80
Белютина Анна Артуровна: 5.00
Белявин Ефим Ярославович: 5.80
Белявина Римма Анатольевна: 4.40
Белявцев Валентин Константинович: 3.40
Бендерский Андрей Константинович: 1.60
Бенедик Валентин Эдуардович: 3.80
Бенедичук Борис Глебович: 5.60
Беньковская Анжелика Егоровна: 7.40
Берадзе Дмитрий Федорович: 7.00
Бербек Анатолий Игоревич: 4.40
Бербекова Ксения Яковлевна: 5.80
Бергсон Марат Олегович: 5.60
Берденников Виталий Игоревич: 6.20
Берденниова Лидия Петровна: 4.60
Бердова Лилия Николаевна: 4.40
Бердыева Анна Дмитриевна: 4.80
Береговых Борис Ефимович: 3.80
Бережкова Евгения Рамилевна: 7.20
Березовец Артур Антонович: 5.00
Березовски Дамир Германович: 4.20
Бересневич Алина Кирилловна: 4.60
Берилло Владислав Артурович: 2.40
Берлизеева Екатерина Борисовна: 7.40
Берлин Ян Станиславович: 1.80
Бернова Анастасия Артуровна: 6.60
Бернякович Герман Борисович: 5.20
Бертов Ян Алексеевич: 6.40
Бершидская Альбина Альбертовна: 3.80
Бершов Константин Валерьевич: 6.20
Беседовская Вероника Валентиновна: 6.60
Бескровный Эдуард Германович: 5.00
Беспалько Валентина Марселевна: 6.00
Беспальченко Семен Васильевич: 2.40
Беспоместных Артур Романович: 3.60
Бессержнов Роман Евгеньевич: 4.20
Бессолова Светлана Георгиевна: 6.40
Бесстрашников Антон Иванович: 5.20
Бестонов Марат Владиславович: 6.60
Бетербиева Елизавета Александровна: 6.20
Бехметова Тамара Дамировна: 5.40
Бехтерев Евгений Ефимович: 5.00
Бехтина Антонина Павловна: 6.20
Бехтина Елизавета Ярославовна: 6.80
Бечкова Кира Федоровна: 4.00
Биберман Филипп Григорьевич: 4.80
Бибкин Федор Борисович: 3.60
Бигачева Эльмира Викторовна: 4.20
Бидниченко Павел Ильдарович: 7.00
Бидоленко Олег Никитович: 5.20
Бикташев Дмитрий Максимович: 8.20
Биктимирова Диана Валерьевна: 6.00
Бикулов Руслан Сергеевич: 6.20
Бикулова Елизавета Андреевна: 5.20
Билан Ярослав Викторович: 4.60
Билатчук Никита Филиппович: 4.80
Билеко Дамир Маратович: 8.00
Билинев Данил Олегович: 6.60
Билоцеркович Федор Станиславович: 7.20
Бильченко Семен Анатольевич: 3.20
Биляченко Антон Анатольевич: 4.00
Биндюков Иван Павлович: 5.20
Биневский Рамиль Тимурович: 4.60
Биркина Алена Радиковна: 6.60
Бируля Инна Алексеевна: 4.80
Бирючев Глеб Андреевич: 4.60
Бирючкова Алена Альбертовна: 4.60
Бисык Леонид Борисович: 3.80
Бисык Радик Петрович: 4.60
Битель Максим Тимофеевич: 6.20
Биткина Маргарита Леонидовна: 4.00
Битко Алексей Алексеевич: 8.20
Битов Владимир Яковлев: 5.20
Битов Павел Борисович: 3.60
Битулина Эльмира Егоровна: 7.20
Биушкин Артур Степанович: 4.20
Бичев Рамиль Денисович: 6.40
Благин Альберт Филиппович: 5.60
Благов Вячеслав Дмитриевич: 2.80
Благодарев Иван Данилович: 6.20
Благодарев Марат Маратович: 4.60
Благонадеждина Мария Витальевна: 5.00
Благоразумов Валерий Сергеевич: 7.00
Блатт Виталий Сергеевич: 6.00
Блатт Юрий Семенович: 6.60
Бливерниц Василий Егорович: 8.40
Блиев Валентин Егорович: 7.00
Блиман Анатолий Ильдарович: 5.80
Блимготова Ольга Денисовна: 4.00
Блинников Олег Тимофеевич: 5.80
Блонская Ольга Филипповна: 5.00
Блохинцева Яна Валерьевна: 6.40
Блоцкий Герман Павлович: 7.00
Блызнюк Андрей Данилович: 6.20
Бобикова Евгения Степановна: 5.80
Бобко Петр Олегович: 7.20
Бобрецкий Евгений Маратович: 7.40
Бобринева Алена Яновна: 6.80
Бобринская Наталья Федоровна: 5.40
Бобровицкий Олег Артурович: 4.60
Бобынина Диана Робертовна: 3.20
Богаева Елена Андреевна: 5.00
Богатенко Артем Егорович: 6.00
Богатикова Елена Ильдаровна: 6.80
Богатов Данил Николаевич: 4.20
Богатурова Светлана Вадимовна: 4.80
Богданин Эдуард Семенович: 7.20
Боговик Герман Алексеевич: 4.00
Боголей Алексей Данилович: 3.60
Богородицкая Гульнара Владимировна: 6.40
Богославец Георгий Вадимович: 5.00
Богославская Евгения Андреевна: 3.20
Богунов Валентин Иванович: 5.20
Бодаренко Роман Иванович: 4.60
Бодашевский Илья Васильевич: 3.40
Бодриченко Радик Егорович: 6.60
Бодрякова Светлана Ярославовна: 3.40
Божаканов Денис Дмитриевич: 5.00
Божерянова Алена Андреевна: 5.80
Божков Кирилл Дамирович: 5.00
Божков Эдуард Никитович: 6.00
Божок Леонид Леонидович: 5.20
Боин Иван Валентинович: 6.80
Бойко Григорий Владимирович: 3.20
Бокалов Тимур Игоревич: 3.20
Боканхель Юрий Витальевич: 7.20
Боклевская Альбина Витальевна: 7.80
Болакин Никита Марселевич: 6.00
Болгарина Дарья Аркадьевна: 4.80
Болгарский Станислав Евгеньевич: 4.60
Болгова Тамара Юрьевна: 3.80
Болдаков Геннадий Ильич: 9.20
Болдарь Ильдар Дамирович: 7.40
Болкарев Ефим Владиславович: 5.00
Болкуневич Дмитрий Робертович: 7.00
Болобова Жанна Константиновна: 5.60
Болозин Никита Владиславович: 3.40
