Айтжанова Юлия Аркадьевна, 4, 8, 8, 8, 9
Айтиева Дарья Вячеславовна, 6, 3, 2, 10, 9
Айткулов Виктор Данилович, 1, 10, 9, 2, 9
Айтпаев Сергей Тимурович, 9, 9, 3, 7, 10
Акдавлетова Юлия Григорьевна, 3, 6, 3, 4, 6
Акжигитова Ирина Ярославовна, 4, 9, 1, 1, 1
Акжолбеков Дамир Иванович, 8, 9, 4, 1, 5
Акимов Тимур Валерьевич, 9, 3, 7, 10, 6
Акимович Максим Станиславович, 8, 6, 6, 8, 10
Акимушкин Аркадий Аркадьевич, 5, 7, 9, 2, 5
Акинтиевский Степан Константинович, 4, 5, 3, 4, 10
Аккуратнов Антон Витальевич, 7, 7, 3, 7, 1
Аксельрод Борис Глебович, 4, 8, 2, 3, 2
Аксенцев Дмитрий Ильдарович, 2, 9, 8, 10, 10
Аксенцева Екатерина Дамировна, 10, 4, 8, 8, 9
Аксянова Раиса Тимофеевна, 10, 2, 7, 7, 4
Акуленко Анастасия Тимуровна, 2, 5, 2, 10, 9
Акустьев Геннадий Ильич, 8, 1, 3, 9, 5
Алабугина Вероника Юрьевна, 7, 9, 9, 8, 2
Алабугина Виктория Альбертовна, 7, 3, 8, 7, 3
Алабугина Полина Ярославовна, 6, 7, 2, 3, 3
Аласкар Данил Андреевич, 3, 9, 9, 2, 6
Албитов Юрий Станиславович, 1, 8, 3, 5, 3
Александренко Глеб Григорьевич, 1, 1, 1, 8, 2
Александриди Виктор Евгеньевич, 1, 6, 3, 10, 7
Александрийская Александра Яковлевна, 6, 10, 3, 7, 9
Александрова Карина Викторовна, 3, 10, 9, 6, 3
Алексанин Федор Олегович, 4, 1, 4, 6, 1
Алексеевский Артур Вадимович, 8, 6, 3, 6, 6
Алексейцев Тимофей Глебович, 3, 5, 5, 6, 3
Алексейчик Федор Альбертович, 8, 3, 1, 10, 6
Алексенко Роман Евгеньевич, 10, 6, 1, 4, 2
Алексенцев Роман Андреевич, 7, 4, 4, 10, 2
Алексов Тимофей Александрович, 3, 4, 8, 7, 5
Алекторова Анжелика Валентиновна, 3, 6, 6, 7, 4
Аленькина Наталья Григорьевна, 7, 6, 7, 10, 2
Алесейчук Владимир Ярославович, 10, 10, 3, 7, 8
Алескерова Гульнара Леонидовна, 3, 4, 6, 4, 2
Алеханова Карина Яновна, 10, 5, 1, 4, 3
Алехичева Раиса Ильинична, 6, 7, 10, 5, 9
Алешин Виктор Владиславович, 5, 6, 6, 9, 5
Алешкевич Эльвира Григорьевна, 3, 5, 3, 7, 8
Алешкина Галина Артуровна, 9, 2, 2, 8, 4
Алешко Ефим Витальевич, 7, 4, 9, 9, 5
Алешковский Леонид Степанович, 9, 1, 2, 4, 10
Алешонков Евгений Рамилевич, 7, 5, 1, 4, 8
Алещукина Алиса Леонидовна, 10, 6, 6, 7, 1
Алибекова Алена Яновна, 9, 9, 5, 6, 10
Алиевич Николай Глебович, 5, 6, 3, 4, 8
Алимпиев Илья Сергеевич, 10, 3, 9, 7, 8
Алина Карина Игоревна, 4, 5, 7, 1, 3
Алипичев Никита Робертович, 5, 1, 2, 7, 1
Алкидова Раиса Валерьевна, 10, 2, 9, 2, 4
Алкулова Альбина Ярославовна, 6, 10, 6, 9, 2
Аллаяров Ян Янович, 6, 4, 6, 10, 2
Алова Александра Эдуардовна, 1, 3, 10, 9, 3
Алоев Эдуард Петрович, 1, 4, 9, 10, 9
Алферьев Виталий Степанович, 8, 10, 5, 8, 3
Алферьева Лидия Владиславовна, 1, 7, 6, 4, 7
Алчевская Лилия Игоревна, 8, 5, 1, 2, 2
Алымбеков Герман Аркадьевич, 1, 7, 9, 7, 1
Алымов Роман Сергеевич, 10, 10, 3, 5, 5
Альбанова Марина Дамировна, 4, 9, 4, 6, 10
Альбовский Степан Викторович, 10, 7, 8, 4, 6
Альгина Лидия Антоновна, 2, 4, 10, 3, 8
Альхименко Владислав Аркадьевич, 4, 3, 9, 8, 2
Алюров Ильдар Аркадьевич, 7, 3, 5, 6, 7
Аляева Наталья Яновна, 2, 5, 10, 6, 4
Аляева Римма Германовна, 10, 7, 2, 1, 4
Алякова Полина Игоревна, 1, 2, 2, 3, 3
Алямкина Дарья Вадимовна, 9, 6, 4, 5, 5
Аманжолова Эльмира Васильевна, 1, 1, 5, 3, 6
Амбалов Рамиль Петрович, 7, 5, 6, 1, 10
Амбалова Виктория Юрьевна, 9, 10, 8, 10, 9
Амбарцумов Руслан Алексеевич, 9, 6, 5, 1, 3
Амеличкина Елена Семеновна, 4, 1, 7, 1, 4
Амельченко Любовь Руслановна, 8, 10, 7, 6, 5
Амельянович Семен Алексеевич, 10, 5, 4, 6, 10
Амелюшкин Роман Дмитриевич, 7, 10, 1, 1, 4
Амелюшкина Ксения Олеговна, 9, 3, 6, 7, 8
Амерханов Руслан Артурович, 4, 6, 4, 5, 3
Аминов Игорь Михаилович, 9, 8, 4, 4, 2
Амирханова Инна Аркадьевна, 8, 10, 3, 10, 3
Амирханова Любовь Кирилловна, 6, 2, 4, 1, 9
Ампилова Дарья Валентиновна, 9, 4, 5, 5, 6
Амусина Дарья Кирилловна, 6, 7, 1, 2, 9
Ананенкова Елена Марселевна, 9, 5, 4, 10, 9
Ананько Антон Робертович, 5, 9, 5, 5, 3
Анацкий Герман Андреевич, 1, 6, 4, 6, 8
Анацкий Николай Тимофеевич, 8, 5, 7, 8, 6
Анголенко Валентин Ринатович, 9, 3, 3, 10, 6
Андер Иван Юрьевич, 9, 6, 7, 10, 2
Андреанов Вадим Никитович, 8, 3, 1, 2, 9
Андреевская Ольга Тимофеевна, 8, 4, 2, 5, 10
Андреенко Роман Яковлев, 2, 6, 7, 7, 2
Андреещева Маргарита Рамилевна, 7, 3, 3, 6, 3
Андрейко Игорь Ефимович, 1, 10, 7, 5, 8
Андрейко Филипп Иванович, 5, 2, 7, 8, 2
Андрейчикова Елена Робертовна, 4, 7, 7, 1, 4
Андреянычева Эльмира Яновна, 8, 9, 4, 5, 8
Андриишина Светлана Валерьевна, 8, 8, 7, 2, 1
Андронати Антон Маратович, 10, 9, 8, 5, 3
Андронюк Юрий Романович, 3, 3, 2, 9, 3
Андрунин Денис Ефимович, 2, 8, 1, 6, 6
Андрусевич Георгий Леонидович, 3, 6, 7, 5, 1
Андрусик Станислав Радикович, 4, 3, 4, 6, 4
Андрусова Екатерина Аркадьевна, 1, 3, 3, 10, 5
Андрусяк Валентин Тимофеевич, 1, 6, 7, 1, 10
Андрущак Михаил Сергеевич, 1, 10, 2, 1, 6
Андрюшенко Денис Маратович, 3, 4, 5, 6, 7
Аненков Аркадий Дмитриевич, 4, 8, 4, 8, 4
Аникеенко Альбина Рамилевна, 4, 7, 7, 4, 8
Анипко Никита Артурович, 7, 2, 10, 2, 5
Анисимова Кристина Тимофеевна, 6, 7, 2, 1, 6
Анисимцева Кристина Ринатовна, 1, 2, 7, 3, 5
Анискович Эдуард Егорович, 9, 4, 1, 7, 7
Аниченко Тимур Олегович, 2, 2, 4, 4, 7
Аничина Виктория Алексеевна, 6, 7, 4, 9, 10
Аничков Альберт Михаилович, 1, 1, 4, 3, 3
Анищик Михаил Константинович, 4, 2, 5, 3, 6
Анкина Карина Андреевна, 5, 7, 6, 3, 6
Анкудимова Мария Сергеевна, 5, 2, 3, 6, 5
Анкудо Максим Игоревич, 10, 4, 4, 8, 4
Анкудович Владимир Кириллович, 7, 2, 6, 1, 1
Аннамамедов Алексей Юрьевич, 9, 3, 2, 2, 6
Анофриев Леонид Павлович, 10, 5, 1, 7, 3
Антилевский Марсель Станиславович, 4, 10, 4, 5, 2
Антипина Марина Максимовна, 3, 2, 9, 10, 4
Антипкина Олеся Георгиевна, 7, 4, 5, 9, 7
Антипченко Яков Ильич, 3, 10, 2, 7, 8
Антоненкова Тамара Егоровна, 1, 9, 2, 10, 3
Антоньева Ангелина Артемовна, 7, 4, 8, 3, 4
Антонян Иван Григорьевич, 9, 1, 6, 6, 10
Антосевич Григорий Марселевич, 5, 9, 4, 9, 4
Антохи Валентин Романович, 2, 8, 8, 8, 7
Антощенко Никита Александрович, 6, 2, 1, 10, 10
Антрушина Алена Игоревна, 6, 9, 2, 3, 10
Анучкин Сергей Иванович, 8, 9, 7, 1, 8
Анфилофьева Надежда Игоревна, 5, 10, 9, 2, 3
Анфиногенова Надежда Андреевна, 10, 1, 4, 4, 4
Анхимов Константин Павлович, 5, 9, 4, 5, 5
Апатенко Владимир Борисович, 10, 6, 4, 2, 10
Апресян Артур Владимирович, 7, 2, 6, 9, 5
Апросичева Юлия Валентиновна, 5, 6, 7, 3, 10
Апрышкина Эльмира Антоновна, 4, 6, 7, 10, 2
Апсен Алексей Степанович, 4, 1, 5, 3, 6
Аптракова Татьяна Антоновна, 5, 4, 6, 9, 8
Апушкин Данил Евгеньевич, 8, 2, 1, 3, 2
Апышков Константин Сергеевич, 2, 2, 3, 10, 6
Арабажина Дарья Тимофеевна, 8, 6, 4, 4, 6
Аранышева Дарья Маратовна, 1, 6, 3, 9, 2
Аратюнян Валерий Петрович, 5, 9, 2, 5, 6
Арвеладзе Георгий Егорович, 10, 10, 5, 5, 6
Аргун Александр Филиппович, 1, 3, 8, 2, 2
Аргушкин Олег Альбертович, 5, 9, 7, 3, 2
Аргушкин Филипп Владиславович, 5, 10, 5, 8, 7
Ардабьева Карина Марселевна, 9, 10, 10, 2, 6
Арданциян Федор Денисович, 6, 9, 10, 7, 7
Ардатов Артур Евгеньевич, 7, 10, 8, 3, 1
Ардеева Яна Ринатовна, 2, 10, 2, 8, 4
Ардов Павел Антонович, 3, 3, 10, 8, 9
Арепьева Раиса Игоревна, 9, 3, 9, 4, 8
Арефкин Григорий Эдуардович, 1, 1, 6, 6, 8
Аржаников Константин Олегович, 4, 9, 8, 7, 8
Аринич Кристина Дмитриевна, 9, 6, 4, 10, 7
Аринчин Олег Федорович, 9, 10, 5, 5, 5
Аристотелев Валентин Данилович, 4, 5, 1, 7, 1
Аркадова Жанна Яковлевна, 9, 7, 3, 8, 6
Аркадьева Альбина Максимовна, 7, 7, 7, 8, 10
Арканников Герман Семенович, 4, 4, 7, 8, 3
Арканова Ксения Антоновна, 2, 2, 6, 10, 8
Ароян Галина Станиславовна, 1, 10, 4, 3, 8
Арсенов Никита Максимович, 4, 2, 2, 9, 7
Арсентьева Лидия Глебовна, 5, 4, 3, 9, 5
Арсланов Эдуард Семенович, 6, 2, 7, 6, 3
Арсюков Руслан Ринатович, 7, 2, 10, 4, 9
Артакова Римма Вадимовна, 4, 9, 8, 6, 9
Артамонова Александра Никитовна, 8, 4, 5, 3, 4
Артамошин Илья Данилович, 5, 1, 9, 10, 2
Артельный Ярослав Борисович, 2, 2, 3, 10, 1
Артемичев Роберт Викторович, 9, 8, 2, 9, 5
Артузова Дарья Владимировна, 3, 9, 7, 6, 4
Артуров Виктор Станиславович, 8, 4, 4, 7, 6
Артюшенко Надежда Радиковна, 6, 1, 1, 2, 7
Архаров Глеб Романович, 9, 6, 1, 7, 6
Архипенко Виктория Робертовна, 1, 3, 6, 7, 5
Арцибушев Денис Анатольевич, 2, 10, 6, 6, 6
Аряпова Ксения Марселевна, 7, 2, 6, 7, 5
Асадуллина Алла Антоновна, 1, 3, 8, 9, 1
Асаенок Дмитрий Витальевич, 9, 5, 8, 2, 10
Асатов Андрей Викторович, 8, 6, 4, 8, 6
Асатов Владимир Юрьевич, 3, 4, 8, 1, 2
Асватуллин Артур Артурович, 7, 5, 10, 10, 7
Асельбор Дамир Леонидович, 4, 5, 2, 2, 9
Асерин Никита Алексеевич, 6, 9, 3, 9, 4
Аскаров Ян Аркадьевич, 8, 5, 9, 8, 1
Аскоченский Ярослав Олегович, 9, 5, 9, 8, 9
Асланбегова Гульнара Тимуровна, 3, 4, 6, 1, 1
Асланов Григорий Владимирович, 9, 10, 8, 5, 5
Асмолова Кристина Артемовна, 2, 4, 9, 9, 5
Асророва Диана Марселевна, 3, 3, 8, 6, 5
Ассеев Рамиль Степанович, 2, 2, 5, 3, 9
Ассонов Ринат Николаевич, 4, 2, 4, 8, 3
Астамирова Марина Ильдаровна, 3, 8, 6, 4, 1
Астапенко Федор Алексеевич, 4, 10, 4, 9, 7
Астаповская Лариса Яковлевна, 8, 8, 1, 8, 8
Астаурова Людмила Игоревна, 2, 10, 10, 10, 1
Астраханцева Татьяна Григорьевна, 9, 4, 2, 9, 4
Атабекова Анастасия Робертовна, 2, 7, 3, 6, 7
Атанасова Надежда Сергеевна, 9, 1, 2, 4, 9
Атанова Юлия Игоревна, 4, 8, 3, 9, 9
Атаров Георгий Александрович, 1, 8, 5, 2, 10
Атаханова Светлана Анатольевна, 4, 8, 3, 2, 1
Атяшев Илья Тимофеевич, 2, 1, 8, 5, 10
Аулов Максим Глебович, 2, 6, 9, 2, 1
Аульбеков Олег Рамилевич, 6, 7, 6, 5, 3
Афанасенков Виктор Максимович, 2, 4, 4, 7, 6
Афанаскина Инна Ивановна, 8, 6, 9, 8, 8
Афендикова Вероника Егоровна, 6, 8, 9, 9, 4
Афичук Алексей Анатольевич, 6, 5, 3, 9, 1
Афоненко Антон Ильич, 3, 7, 4, 9, 5
Афросимов Ильдар Антонович, 10, 3, 3, 7, 1
Афтахова Инна Борисовна, 3, 1, 9, 2, 3
Ахильгов Степан Валентинович, 3, 1, 10, 10, 9
Ахманова Людмила Павловна, 10, 2, 1, 3, 3
Ахматов Геннадий Марселевич, 4, 9, 10, 9, 8
Ахматьянова Гульнара Кирилловна, 2, 7, 6, 2, 10
Ахмедин Владимир Ярославович, 9, 2, 6, 9, 6
Ахметгалеева Полина Леонидовна, 3, 1, 6, 2, 8
Ахметова Вероника Павловна, 2, 10, 10, 9, 10
Ахметсафина Лидия Михаиловна, 9, 7, 9, 7, 10
Ахрамеева Алена Павловна, 7, 10, 8, 7, 9
Ахраменко Никита Артурович, 6, 3, 4, 4, 7
Ахтаев Валерий Марселевич, 3, 9, 7, 5, 8
Ахтариев Антон Петрович, 6, 3, 5, 5, 5
Ахтямов Андрей Эдуардович, 6, 7, 8, 7, 5
Ахтямов Егор Тимурович, 3, 9, 2, 4, 2
Ахунбабаев Геннадий Валерьевич, 2, 10, 10, 9, 7
Ачкасова Светлана Степановна, 1, 9, 10, 10, 2
Ашманов Юрий Павлович, 8, 6, 7, 6, 10
Ашмарина Алла Дмитриевна, 7, 10, 6, 6, 4
Ашурмамадова Марина Артемовна, 7, 5, 10, 10, 4
Аюченко Георгий Ефимович, 7, 7, 9, 10, 2
Аяцков Вадим Радикович, 4, 10, 5, 7, 4
Бааль Кирилл Кириллович, 2, 1, 6, 8, 5
Бабахина Людмила Игоревна, 6, 5, 8, 8, 5
Бабаян Альберт Кириллович, 8, 8, 6, 4, 7
Бабков Егор Васильевич, 10, 3, 6, 5, 3
Бабогло Валентин Никитович, 1, 9, 2, 3, 9
Бабогло Виталий Артурович, 9, 10, 3, 3, 7
Баборыко Яна Николаевна, 9, 8, 8, 6, 7
Бабосов Денис Альбертович, 3, 6, 3, 9, 2
Бабунц Альберт Марселевич, 4, 5, 7, 1, 1
Бабыкина Елена Ефимовна, 6, 3, 9, 7, 1
Бабьев Петр Семенович, 2, 4, 9, 1, 1
Бабюк Михаил Марселевич, 4, 1, 2, 2, 2
Багрянский Геннадий Витальевич, 6, 1, 9, 10, 4
Багурин Федор Юрьевич, 4, 6, 2, 3, 6
Бадеева Наталья Геннадьевна, 4, 6, 3, 6, 8
Бадигина Анна Романовна, 2, 10, 6, 8, 5
Бадртдинова Ирина Яновна, 8, 6, 8, 8, 5
Бадьин Григорий Денисович, 6, 6, 5, 7, 7
Бадюков Игорь Станиславович, 8, 2, 8, 7, 2
Баевбай Илья Андреевич, 2, 5, 10, 4, 6
Бажан Альберт Никитович, 5, 5, 2, 6, 9
Бажан Аркадий Леонидович, 2, 10, 7, 8, 8
Бажинова Юлия Ефимовна, 5, 6, 5, 4, 1
Бажутин Филипп Константинович, 1, 10, 10, 1, 3
Бажуткина Жанна Константиновна, 8, 7, 5, 4, 9
Базанина Екатерина Тимуровна, 2, 4, 10, 9, 1
Базанова Анна Максимовна, 8, 6, 10, 10, 3
Базаров Ринат Николаевич, 7, 7, 1, 7, 3
Базов Игорь Константинович, 3, 4, 8, 7, 1
Базулева Юлия Алексеевна, 4, 1, 10, 4, 2
Базылевич Артур Глебович, 6, 8, 1, 5, 5
Базылевич Константин Валерьевич, 1, 2, 3, 3, 9
Базыль Руслан Николаевич, 1, 5, 1, 8, 2
Базыльчик Тимур Артемович, 4, 3, 4, 9, 3
Баиров Роман Михаилович, 9, 6, 4, 2, 3
Байбуз Анатолий Валентинович, 10, 6, 10, 10, 1
Байгазина Виктория Георгиевна, 8, 6, 7, 4, 8
Байдерин Аркадий Данилович, 9, 6, 3, 6, 6
Байдин Григорий Павлович, 2, 10, 8, 3, 10
Байжанбаев Роберт Эдуардович, 6, 7, 1, 4, 1
Байжанбаева Анжелика Семеновна, 4, 6, 4, 3, 10
Байков Станислав Николаевич, 6, 7, 10, 7, 6
Байкулов Егор Тимурович, 5, 1, 8, 6, 1
Байлов Виталий Радикович, 5, 8, 9, 6, 5
Баймаков Егор Григорьевич, 10, 7, 10, 6, 3
Баймастрюк Алексей Алексеевич, 2, 10, 2, 6, 2
Баймурзаев Рамиль Вячеславович, 9, 5, 6, 2, 4
Баймурзина Надежда Яновна, 9, 9, 10, 1, 1
Баймуханов Радик Янович, 3, 1, 6, 1, 10
Баймуханов Тимур Юрьевич, 10, 8, 7, 4, 10
Байназаров Владислав Робертович, 1, 3, 7, 6, 6
Байракина Елизавета Тимуровна, 10, 9, 1, 2, 2
Байрыев Игорь Федорович, 7, 3, 8, 4, 1
Байтлер Тимофей Ильдарович, 5, 4, 3, 7, 4
Бакаева Алиса Евгеньевна, 9, 10, 3, 8, 10
Бакаева Галина Денисовна, 2, 2, 10, 2, 3
Бакакин Анатолий Дмитриевич, 2, 2, 5, 1, 8
Бакакина Эльмира Дамировна, 1, 8, 8, 1, 2
Бакалдин Анатолий Ринатович, 9, 6, 4, 4, 5
Баканбаев Степан Романович, 3, 4, 4, 3, 1
Бакач Владимир Васильевич, 8, 4, 10, 2, 3
Бакиева Альбина Михаиловна, 8, 7, 3, 3, 5
Бакиновский Станислав Григорьевич, 2, 10, 8, 2, 3
Бакланова Гульнара Ефимовна, 7, 5, 6, 1, 6
Баксов Филипп Олегович, 5, 6, 2, 1, 7
Бакушина Валентина Артемовна, 7, 6, 1, 1, 2
Бакушинская Валерия Владимировна, 10, 10, 6, 4, 3
Бакшаева Полина Аркадьевна, 8, 8, 4, 7, 3
Бакшина Олеся Павловна, 1, 6, 8, 6, 4
Балабанов Евгений Николаевич, 2, 1, 10, 9, 10
Балабашкина Олеся Яновна, 4, 9, 8, 6, 6
Балабошкина Элина Ильинична, 2, 10, 6, 7, 6
Балаганская Татьяна Анатольевна, 4, 8, 4, 6, 5
Балакирева Диана Альбертовна, 3, 2, 4, 2, 10
Баламатов Валерий Артурович, 3, 4, 8, 1, 6
Баламатов Сергей Никитович, 6, 3, 8, 5, 8
Баламутова Надежда Робертовна, 3, 8, 5, 4, 3
Балатукова Валентина Романовна, 4, 5, 7, 1, 2
Балаценко Илья Александрович, 4, 10, 3, 10, 6
Балиев Никита Георгиевич, 6, 4, 9, 3, 7
Балмашова Маргарита Глебовна, 2, 7, 2, 6, 7
Балобан Ярослав Романович, 5, 2, 1, 3, 10
Балог Степан Николаевич, 6, 10, 8, 9, 7
Балтачиева Ксения Андреевна, 7, 5, 9, 2, 1
Балтер Василий Иванович, 2, 9, 2, 3, 7
Балчихина Алена Тимофеевна, 7, 2, 1, 7, 3
Балыбин Герман Федорович, 1, 2, 8, 6, 5
Балыгина Элина Дамировна, 2, 7, 10, 9, 2
Балычевцева Тамара Ильинична, 10, 3, 5, 3, 7
Баматова Анна Романовна, 7, 1, 10, 6, 3
Бандажевский Игорь Радикович, 9, 3, 8, 6, 6
Бандровская Тамара Витальевна, 7, 4, 6, 3, 7
Баннова Мария Денисовна, 2, 4, 2, 8, 8
Бань Роман Игоревич, 7, 1, 9, 1, 4
Барабулькина Светлана Тимуровна, 7, 5, 9, 2, 4
Барадин Вадим Артурович, 1, 6, 9, 8, 8
Бараней Роберт Валерьевич, 8, 10, 5, 8, 9
Барановская Анжелика Артуровна, 6, 7, 9, 10, 7
Баратынский Олег Андреевич, 8, 10, 10, 4, 2
Барашко Ярослав Валентинович, 5, 9, 5, 5, 10
Барбанов Сергей Олегович, 1, 9, 3, 9, 3
Барбасов Аркадий Марселевич, 2, 4, 5, 3, 3
Барбашина Инна Евгеньевна, 4, 8, 6, 3, 10
Барбашинская Полина Аркадьевна, 5, 9, 8, 10, 5
Барбаянова Татьяна Валерьевна, 4, 2, 2, 5, 7
Бардыгин Ринат Владиславович, 2, 10, 9, 5, 5
Барзукаева Ольга Альбертовна, 8, 1, 6, 2, 4
Баркалов Александр Георгиевич, 4, 7, 8, 6, 3
Баркашев Илья Янович, 1, 3, 2, 10, 1
Барков Борис Андреевич, 4, 4, 10, 7, 4
Барлай Юрий Геннадьевич, 7, 4, 3, 7, 5
Барламов Максим Радикович, 2, 8, 10, 4, 7
Барнашов Герман Геннадьевич, 3, 4, 1, 8, 6
Баронкин Георгий Вадимович, 3, 5, 5, 6, 9
Барский Владислав Егорович, 1, 4, 2, 2, 9
Барский Максим Георгиевич, 1, 8, 9, 3, 6
Бартелеманова Раиса Константиновна, 8, 5, 5, 3, 3
Бартошевич Семен Германович, 9, 5, 3, 10, 9
Бартылева Анастасия Ильинична, 7, 5, 9, 3, 8
Барчукова Антонина Валерьевна, 9, 4, 1, 8, 10
Баршуатова Антонина Дамировна, 8, 5, 7, 5, 3
Барышева Алена Ринатовна, 5, 4, 9, 4, 1
Барышева Любовь Дмитриевна, 7, 3, 10, 1, 6
Басацкий Петр Максимович, 4, 5, 8, 8, 8
Басинская Карина Ильдаровна, 7, 5, 8, 3, 4
Басистый Роман Андреевич, 6, 3, 8, 5, 6
Баскова Лариса Ринатовна, 6, 3, 10, 5, 3
Бассалык Максим Германович, 4, 5, 7, 1, 7
Бассин Роберт Олегович, 5, 10, 6, 5, 9
Басыгысова Антонина Маратовна, 10, 6, 8, 10, 6
Батавин Михаил Алексеевич, 5, 7, 1, 10, 9
Баталов Марат Дамирович, 3, 8, 7, 4, 3
